CONTENT,SPAM
"The table's occupied, I'm waiting by the tree",0
Its a part of checking IQ,0
"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out",0
Quite lor. But dun tell him wait he get complacent...,0
From 5 to 2 only my work timing.,0
Also are you bringing galileo or dobby,0
The greatest test of courage on earth is to bear defeat without losing heart....gn tc,0
"Ur balance is now å£600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!",1
Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!,0
Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,0
Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,1
Wait  &lt;#&gt;  min..,0
Did you try making another butt.,0
"I'm home, my love ... If your still awake ... *loving kiss*",0
DonÛ÷t give a flying monkeys wot they think and I certainly donÛ÷t mind. Any friend of mine and all that!,0
Printer is cool. I mean groovy. Wine is groovying,0
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",0
"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",1
Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,0
\YEH I AM DEF UP4 SOMETHING SAT,0
I pocked you up there before,0
Tmrw. Im finishing 9 doors,0
I want to be there so i can kiss you and feel you next to me,0
"K I'll head out in a few mins, see you there",0
Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! ,0
Are u coming to the funeral home,0
Yo guess what I just dropped,0
"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. \paths are made by walking.. not by waiting..\"" Goodnight!""",0
dont make ne plans for nxt wknd coz she wants us to come down then ok,0
"\ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX\""""",0
One of best dialogue in cute reltnship..!! \Wen i Die,0
will you like to be spoiled? :),0
R Ì_ going 4 today's meeting?,0
Lol no. Just trying to make your day a little more interesting,0
Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,0
Okay. I've seen it. So i should pick it on friday?,0
U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,0
Cold. Dont be sad dear,0
"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",0
"Total disappointment, when I texted you was the craziest shit got :(",0
Well obviously not because all the people in my cool college life went home ;_;,0
Good Morning my Dear........... Have a great &amp; successful day.,0
okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,1
So u wan 2 come for our dinner tonight a not?,0
"Sorry, I can't text &amp; drive coherently, see you in twenty",0
Does not operate after  &lt;#&gt;  or what,0
Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:,0
Hello! Good week? Fancy a drink or something later?,0
Ya very nice. . .be ready on thursday,0
\HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS,0
"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk",1
But i'll b going 2 sch on mon. My sis need 2 take smth.,0
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,1
I am not having her number sir,0
"Free Msg: get Gnarls Barkleys \Crazy\"" ringtone TOTALLY FREE just reply GO to this message right now!""",1
Going for dinner.msg you after.,0
Free any day but i finish at 6 on mon n thurs...,0
*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?,0
If you have belive me. Come to my home.,0
"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONåÕT LIKE ME LIKE THAT SO DONåÕT WORRY.",0
If he started searching he will get job in few days.he have great potential and talent.,0
Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,0
Oh ok..,0
What about this one then.,0
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,1
In meeting da. I will call you,0
"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec å£1.50ea. OTBox 731 LA1 7WS. )",1
U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,0
"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",0
"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat.",0
"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",1
I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story),0
I will come tomorrow di,0
Am watching house ÛÒ very entertaining ÛÒ am getting the whole hugh laurie thing ÛÒ even with the stick ÛÒ indeed especially with the stick.,0
Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,0
The bus leaves at  &lt;#&gt; ,0
Where is it. Is there any opening for mca.,0
Ok lor.,0
Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,1
Lol great now im getting hungry.,0
"\Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx\""""",0
Was the farm open?,0
500 free text msgs. Just text ok to 80488 and we'll credit your account,1
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone,1
Yes there were many sweets,0
R u meeting da ge at nite tmr?,0
"Sorry, I'll call later  &lt;#&gt; mins",0
Think + da. You wil do.,0
Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,0
Did u fix the teeth?if not do it asap.ok take care.,0
Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.,0
I'm home. Ard wat time will u reach?,0
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,1
Did u download the fring app?,0
I told that am coming on wednesday.,0
Sorry . I will be able to get to you. See you in the morning.,0
Shall i get my pouch?,0
"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !",0
Pls come quick cant bare this.,0
Still work going on:)it is very small house.,0
Well i know Z will take care of me. So no worries.,0
I dunno lei... Like dun haf...,0
"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",0
My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,0
If you r @ home then come down within 5 min,0
Watching tv lor...,0
Well then you have a great weekend!,0
K come to nordstrom when you're done,0
Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),1
So u gonna get deus ex?,0
Are you going to wipro interview today?,0
Most of the tiime when i don't let you hug me it's so i don't break into tears.,0
"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?",0
This pay is  &lt;DECIMAL&gt;  lakhs:),0
ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O å£250 3 WANT å£800,1
"\Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?\""""",0
"I want to show you the world, princess :) how about europe?",0
Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,0
Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,0
Your daily text from me ÛÒ a favour this time,0
Huh i cant thk of more oredi how many pages do we have?,0
Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,1
I am going to sao mu today. Will be done only at 12 ,0
Did he just say somebody is named tampa,0
"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",0
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,1
Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,1
Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,0
Mm that time you dont like fun,0
I've not sent it. He can send me.,0
;-) ok. I feel like john lennon.,0
"Thanks for your ringtone order, ref number K718. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069120",1
Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,0
"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! ",0
Uhhhhrmm isnt having tb test bad when youre sick,0
Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,0
Good night. Am going to sleep.,0
Kallis wont bat in 2nd innings.,0
Jay's getting really impatient and belligerent,0
Mode men or have you left.,0
I can ask around but there's not a lot in terms of mids up here,0
"\Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx\""""",0
Convey my regards to him,0
Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...,0
How much i gave to you. Morning.,0
I thk 530 lor. But dunno can get tickets a not. Wat u doing now?,0
Can you please send me my aunty's number,0
Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,0
How much would it cost to hire a hitman,0
Dear where you. Call me,0
That was random saw my old roomate on campus. He graduated,0
K k :-):-) then watch some films.,0
"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part.",0
A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611,1
I cant pick the phone right now. Pls send a message,0
Then u going ikea str aft dat?,0
What r u cooking me for dinner?,0
He is a womdarfull actor,0
Once free call me sir. I am waiting for you.,0
How come?,0
Hey check it da. I have listed da.,0
FREE entry into our å£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,1
In which place i can get rooms cheap:-),0
Give me a sec to think think about it,0
I can't describe how lucky you are that I'm actually awake by noon,0
Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,0
"Yup, no need. I'll jus wait 4 e rain 2 stop.",0
